Row ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost
4580,08-04-2023,02-10-2028,Standard Class,130477,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
5093,25-06-2023,17-12-2028,Second Class,101693,United States,Houston,Texas,77070,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
5095,25-06-2023,17-12-2028,Second Class,101693,United States,Houston,Texas,77070,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
6723,23-12-2023,16-06-2029,Second Class,137043,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8
6724,23-12-2023,16-06-2029,Second Class,137043,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
8608,09-09-2024,06-03-2030,Standard Class,169439,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
8611,09-09-2024,06-03-2030,Standard Class,169439,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5
8816,22-09-2024,17-03-2030,Second Class,162789,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
8831,22-09-2024,17-03-2030,Second Class,162789,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8
10013,17-12-2024,13-06-2030,Second Class,116701,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
10015,17-12-2024,13-06-2030,Standard Class,133431,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
10018,17-12-2024,13-06-2030,Standard Class,133431,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
5101,26-06-2023,20-12-2028,Standard Class,152331,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
1242,29-09-2021,26-03-2027,Second Class,124856,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8
1251,29-09-2021,26-03-2027,Second Class,124856,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
1254,29-09-2021,26-03-2027,Second Class,124856,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
1257,29-09-2021,26-03-2027,Second Class,124856,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7
4842,23-05-2023,16-11-2028,Standard Class,142762,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
6158,07-11-2023,04-05-2029,Standard Class,116379,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
6229,11-11-2023,08-05-2029,Standard Class,139878,United States,Detroit,Michigan,48234,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
540,27-05-2021,20-11-2026,First Class,117058,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2
1885,16-12-2021,10-06-2027,Second Class,100706,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2
1892,16-12-2021,10-06-2027,Second Class,100706,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
2681,12-06-2022,08-12-2027,Standard Class,131779,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
4813,19-05-2023,13-11-2028,Standard Class,157245,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
7718,22-05-2024,16-11-2029,Standard Class,150595,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
7722,22-05-2024,16-11-2029,Standard Class,150595,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
7723,22-05-2024,16-11-2029,Standard Class,150595,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
9915,09-12-2024,06-06-2030,Standard Class,108329,United States,Whittier,California,90604,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8
818,26-07-2021,20-01-2027,Standard Class,169019,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
819,26-07-2021,20-01-2027,Standard Class,169019,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
820,26-07-2021,20-01-2027,Standard Class,169019,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4
821,26-07-2021,20-01-2027,Standard Class,169019,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
822,26-07-2021,20-01-2027,Standard Class,169019,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6
826,26-07-2021,20-01-2027,Standard Class,169019,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9
1806,06-12-2021,31-05-2027,Second Class,110030,United States,Houston,Texas,77095,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
1958,24-12-2021,18-06-2027,First Class,113166,United States,Miami,Florida,33180,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
2190,05-03-2022,26-08-2027,Same Day,109512,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1
2198,05-03-2022,26-08-2027,Same Day,109512,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
2200,05-03-2022,26-08-2027,Same Day,109512,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
5994,20-10-2023,14-04-2029,First Class,106341,United States,Newark,Ohio,43055,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
7028,16-02-2024,12-08-2029,Standard Class,118521,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
9857,08-12-2024,01-06-2030,First Class,148264,United States,Inglewood,California,90301,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
9872,08-12-2024,01-06-2030,First Class,148264,United States,Inglewood,California,90301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9
9877,08-12-2024,01-06-2030,First Class,148264,United States,Inglewood,California,90301,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
1182,21-09-2021,17-03-2027,First Class,117478,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
7493,25-04-2024,20-10-2029,Standard Class,129707,United States,Chandler,Arizona,85224,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
8260,01-08-2024,25-01-2030,First Class,133235,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6
929,19-08-2021,16-02-2027,Standard Class,156559,United States,Jonesboro,Arkansas,72401,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26
996,01-09-2021,26-02-2027,Standard Class,109855,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
998,01-09-2021,26-02-2027,Standard Class,109855,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
1102,13-09-2021,11-03-2027,Second Class,126277,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
1509,07-11-2021,05-05-2027,Standard Class,123323,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
4122,25-12-2022,18-06-2028,Second Class,136749,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6
4126,25-12-2022,18-06-2028,Second Class,136749,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6
5069,20-06-2023,15-12-2028,Standard Class,169194,United States,Dover,Delaware,19901,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
5071,20-06-2023,15-12-2028,Standard Class,169194,United States,Dover,Delaware,19901,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
6564,08-12-2023,03-06-2029,Standard Class,113733,United States,Greenville,North Carolina,27834,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
6565,08-12-2023,03-06-2029,Standard Class,113733,United States,Greenville,North Carolina,27834,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
6566,08-12-2023,03-06-2029,Standard Class,113733,United States,Greenville,North Carolina,27834,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
8198,23-07-2024,15-01-2030,Second Class,169320,United States,Elkhart,Indiana,46514,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
8206,23-07-2024,15-01-2030,Second Class,169320,United States,Elkhart,Indiana,46514,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
9905,09-12-2024,08-06-2030,Standard Class,103814,United States,Park Ridge,Illinois,60068,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9
1052,08-09-2021,06-03-2027,Second Class,115987,United States,Tyler,Texas,75701,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56
2136,08-02-2022,06-08-2027,Standard Class,114923,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
6114,04-11-2023,27-04-2029,First Class,166443,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7
7564,05-05-2024,27-10-2029,First Class,105991,United States,Louisville,Colorado,80027,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
7565,05-05-2024,27-10-2029,First Class,105991,United States,Louisville,Colorado,80027,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20,8.8
7567,05-05-2024,27-10-2029,First Class,105991,United States,Louisville,Colorado,80027,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9
1847,12-12-2021,07-06-2027,Second Class,113320,United States,Oakland,California,94601,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
1849,12-12-2021,07-06-2027,Second Class,113320,United States,Oakland,California,94601,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
1854,12-12-2021,07-06-2027,Second Class,113320,United States,Oakland,California,94601,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
2721,19-06-2022,14-12-2027,Standard Class,121965,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
2723,19-06-2022,14-12-2027,Standard Class,121965,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
2725,19-06-2022,14-12-2027,Standard Class,121965,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1
4784,14-05-2023,03-11-2028,Same Day,141019,United States,Cincinnati,Ohio,45231,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3
4831,21-05-2023,12-11-2028,First Class,139486,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
4833,21-05-2023,12-11-2028,First Class,139486,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
5186,10-07-2023,03-01-2029,Standard Class,131149,United States,Dallas,Texas,75081,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56
5188,10-07-2023,03-01-2029,Standard Class,131149,United States,Dallas,Texas,75081,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
6066,29-10-2023,23-04-2029,Second Class,131912,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1
6129,05-11-2023,29-04-2029,Second Class,144092,United States,San Jose,California,95123,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
6139,05-11-2023,29-04-2029,Second Class,144092,United States,San Jose,California,95123,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
6143,05-11-2023,29-04-2029,Second Class,144092,United States,San Jose,California,95123,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
6572,09-12-2023,04-06-2029,Standard Class,133340,United States,Jackson,Michigan,49201,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2
6583,09-12-2023,04-06-2029,Standard Class,133340,United States,Jackson,Michigan,49201,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
6585,09-12-2023,04-06-2029,Standard Class,133340,United States,Jackson,Michigan,49201,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3
6588,10-12-2023,06-06-2029,Second Class,154739,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
418,29-04-2021,25-10-2026,Standard Class,134061,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
906,12-08-2021,03-02-2027,First Class,153927,United States,Woodstock,Georgia,30188,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
911,12-08-2021,03-02-2027,First Class,153927,United States,Woodstock,Georgia,30188,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,45.37,13,32.37,13
2390,16-04-2022,09-10-2027,First Class,137974,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7
2392,16-04-2022,09-10-2027,First Class,137974,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4
2395,16-04-2022,09-10-2027,First Class,137974,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
2402,16-04-2022,09-10-2027,First Class,137974,United States,Waynesboro,Virginia,22980,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
2639,04-06-2022,25-11-2027,Same Day,164833,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
2640,04-06-2022,25-11-2027,Same Day,164833,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
7044,17-02-2024,13-08-2029,Second Class,163195,United States,Lafayette,Louisiana,70506,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
7496,25-04-2024,23-10-2029,Standard Class,120222,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
7498,25-04-2024,23-10-2029,Standard Class,120222,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
674,27-06-2021,22-12-2026,Standard Class,104283,United States,Southaven,Mississippi,38671,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2
675,27-06-2021,22-12-2026,Standard Class,104283,United States,Southaven,Mississippi,38671,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
676,27-06-2021,22-12-2026,Standard Class,104283,United States,Southaven,Mississippi,38671,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4
2165,20-02-2022,18-08-2027,Standard Class,169740,United States,Hot Springs,Arkansas,71901,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2
4059,18-12-2022,14-06-2028,Standard Class,120161,United States,Springfield,Ohio,45503,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7
5354,06-08-2023,31-01-2029,Standard Class,105263,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26
6510,04-12-2023,30-05-2029,Standard Class,105277,United States,Auburn,New York,13021,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
2127,06-02-2022,01-08-2027,First Class,104038,United States,Suffolk,Virginia,23434,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
2128,06-02-2022,01-08-2027,First Class,104038,United States,Suffolk,Virginia,23434,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
3116,06-09-2022,29-02-2028,First Class,143238,United States,La Quinta,California,92253,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
7754,28-05-2024,21-11-2029,Second Class,141572,United States,Concord,New Hampshire,3301,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26,8,16.88,9.12
9219,28-10-2024,25-04-2030,Second Class,118367,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
10155,28-12-2024,24-06-2030,Standard Class,163860,United States,Peoria,Illinois,61604,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
10157,28-12-2024,24-06-2030,Standard Class,163860,United States,Peoria,Illinois,61604,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
10158,28-12-2024,24-06-2030,Standard Class,163860,United States,Peoria,Illinois,61604,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
10163,28-12-2024,24-06-2030,Standard Class,163860,United States,Peoria,Illinois,61604,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
669,24-06-2021,19-12-2026,Standard Class,159814,United States,Tucson,Arizona,85705,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
6213,11-11-2023,08-05-2029,Standard Class,116722,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
6215,11-11-2023,08-05-2029,Standard Class,116722,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
6221,11-11-2023,08-05-2029,Standard Class,116722,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,39.6,11,26.4,13.2
7606,11-05-2024,02-11-2029,Same Day,133823,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
7607,11-05-2024,02-11-2029,Same Day,133823,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
7608,11-05-2024,02-11-2029,Same Day,133823,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
9574,20-11-2024,15-05-2030,Second Class,118731,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
9579,20-11-2024,15-05-2030,Second Class,118731,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4
4951,06-06-2023,30-11-2028,Standard Class,112830,United States,Fairfield,Ohio,45014,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
4952,06-06-2023,30-11-2028,Standard Class,112830,United States,Fairfield,Ohio,45014,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
5646,08-09-2023,07-03-2029,Standard Class,103709,United States,Visalia,California,93277,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
5652,08-09-2023,07-03-2029,Standard Class,103709,United States,Visalia,California,93277,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,30,8,19.6,10.4
5654,08-09-2023,07-03-2029,Standard Class,103709,United States,Visalia,California,93277,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
5891,02-10-2023,25-03-2029,First Class,118969,United States,Phoenix,Arizona,85023,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8
6964,30-01-2024,29-07-2029,Standard Class,121790,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1
6966,30-01-2024,29-07-2029,Standard Class,121790,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
6973,30-01-2024,29-07-2029,Standard Class,121790,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2
6975,30-01-2024,29-07-2029,Standard Class,121790,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56
7098,03-03-2024,29-08-2029,Standard Class,121804,United States,Murray,Kentucky,42071,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
8563,05-09-2024,02-03-2030,Standard Class,102736,United States,Knoxville,Tennessee,37918,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6
8565,05-09-2024,02-03-2030,Standard Class,102736,United States,Knoxville,Tennessee,37918,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
8567,05-09-2024,02-03-2030,Standard Class,102736,United States,Knoxville,Tennessee,37918,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
10062,21-12-2024,19-06-2030,Standard Class,106782,United States,Lafayette,Indiana,47905,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3
876,08-08-2021,05-02-2027,Standard Class,131450,United States,San Diego,California,92024,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26,8,16.88,9.12
879,08-08-2021,05-02-2027,Standard Class,131450,United States,San Diego,California,92024,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
884,08-08-2021,05-02-2027,Standard Class,131450,United States,San Diego,California,92024,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
886,08-08-2021,05-02-2027,Standard Class,131450,United States,San Diego,California,92024,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6
3843,30-11-2022,25-05-2028,First Class,141327,United States,Durham,North Carolina,27707,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
3846,30-11-2022,25-05-2028,First Class,141327,United States,Durham,North Carolina,27707,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
